ingredients,dish
chicken chili garlic ginger tomato turmeric,chicken_tikka_masala
besan coriander oil onion,pakora
garam_masala gobi onion wheat_flour,gobi_paratha
basmati_rice capsicum cumin onion,vegetable_biryani
chili garlic ginger lauki onion,lauki_sabzi
coriander cumin matar paneer tomato,matar_paneer
curry_leaves garlic ginger moong_dal oil,tarka_dal
besan mustard_seeds onion turmeric yogurt,kadhi_pakora
butter capsicum garlic pav potato tomato turmeric,pav_bhaji
moong_dal mustard_seeds oil tomato turmeric,tarka_dal
coriander ghee ginger tomato toor_dal,dal_fry
coriander onion toor_dal,dal_fry
chili curry_leaves fenugreek ghee oil rice urad_dal,dosa
ajwain aloo amchur maida oil,samosa
coriander garlic mustard_seeds tomato toor_dal,dal_tadka
aloo amchur cumin ginger maida oil onion,samosa
chickpea coriander ginger turmeric,chana_masala
chili curry_leaves oil onion semolina,upma
rice soy_sauce spring_onion vinegar,vegetable_fried_rice
chicken chili coriander yogurt,korma
coriander garlic ghee mustard_seeds onion toor_dal,dal_tadka
basmati_rice chicken cinnamon oil,chicken_pulao
chickpea ginger oil turmeric,chana_masala
cumin ghee methi turmeric wheat_flour,methi_paratha
aloo amchur besan ginger,aloo_tikki
bhindi chili cumin ginger oil onion,bhindi_masala
chili cumin ginger paneer yogurt,paneer_tikka_masala
aloo chili garam_masala garlic oil spinach,saag_aloo
chili kasuri_methi onion rajma urad_dal,dal_makhani
coriander garlic lauki,lauki_sabzi
aloo chili garlic turmeric yogurt,dahi_aloo
butter chili garam_masala onion palak paneer,palak_paneer
butter cardamom cashew cream garlic paneer saffron,shahi_paneer
butter capsicum cumin ginger onion pav potato,pav_bhaji
aloo asafoetida ginger oil turmeric yogurt,dahi_aloo
coriander matar paneer tomato turmeric,matar_paneer
aloo amchur besan bread_crumbs chaat_masala ginger oil,aloo_tikki
garam_masala ginger lauki oil onion turmeric,lauki_sabzi
chili garam_masala ghee ginger matar paneer,matar_paneer
cardamom chili garlic ghee mutton tomato,mutton_curry
asafoetida chili garlic moong_dal,tarka_dal
chicken coriander garlic ginger onion tomato turmeric,chicken_tikka_masala
butter cashew chicken chili cream onion,butter_chicken
chili coriander cream garlic onion paneer yogurt,shahi_paneer
ajwain butter garam_masala ghee onion paneer wheat_flour,paneer_paratha
boondi chili cucumber cumin onion yogurt,raita
amchur bhindi coriander ginger oil,bhindi_masala
besan coriander onion spinach,pakora
baingan cumin mustard_oil turmeric,baingan_bharta
aloo garam_masala maida oil onion,samosa
cream cumin garam_masala mushroom onion tomato,mushroom_masala
basmati_rice coriander garam_masala garlic mutton onion yogurt,mutton_biryani
chili garlic mutton tomato yogurt,mutton_curry
ajwain amchur besan bhindi oil onion,bhindi_masala
cumin egg tomato,anda_bhurji
butter cumin kasuri_methi paneer tomato,paneer_butter_masala
ajwain ghee gobi onion wheat_flour,gobi_paratha
butter chili ghee onion paneer wheat_flour,paneer_paratha
basmati_rice beans cardamom ghee,vegetable_pulao
capsicum coriander egg onion turmeric,omelette
basmati_rice cumin oil,vegetable_pulao
curry_leaves oil onion semolina,upma
ajwain besan chili oil,pakora
asafoetida besan curry_leaves oil sugar yogurt,dhokla
besan lemon mustard_seeds yogurt,dhokla
chana_masala_powder chickpea cumin tomato,chana_masala
amchur chana_masala_powder chickpea garlic ginger oil,chana_masala
basmati_rice clove ghee mutton saffron yogurt,mutton_biryani
ghee moong_dal mustard_seeds oil tomato,tarka_dal
aloo bhindi cumin onion,aloo_bhindi
butter carom_seeds methi turmeric wheat_flour,methi_paratha
asafoetida besan ghee onion yogurt,kadhi_pakora
chickpea garam_masala ginger maida oil,chole_bhature
curry_leaves fenugreek ghee oil rice urad_dal,dosa
beans carrot corn cumin garlic ginger peas,mixed_vegetable
chili fish ginger mustard_seeds,fish_curry
aloo coriander onion spinach turmeric,saag_aloo
cream cumin ginger mushroom onion,mushroom_masala
amchur baingan garlic tomato,baingan_bharta
chili maggi_noodles masala pepper tomato,maggi
aloo besan chili ginger oil pav turmeric,vada_pav
butter cumin garlic pav potato tomato,pav_bhaji
bread capsicum chaat_masala tomato,vegetable_sandwich
cream garam_masala garlic ginger paneer yogurt,shahi_paneer
cashew cream garam_masala paneer saffron,shahi_paneer
egg oil turmeric,anda_bhurji
aloo besan chili curry_leaves garlic ginger pav,vada_pav
cumin ginger matar minced_meat onion tomato turmeric,keema_matar
basmati_rice cardamom chicken garam_masala garlic rice,chicken_biryani
bay_leaf chicken garlic pepper tomato,chicken_curry
coriander cumin garlic ghee masoor_dal onion,masoor_dal
aloo butter chili coriander wheat_flour,aloo_paratha
aloo coriander garlic yogurt,dahi_aloo
chili garlic ghee matar minced_meat,keema_matar
basmati_rice chicken clove cumin oil onion,chicken_pulao
asafoetida coriander ginger maida moong_dal oil,kachori
besan lemon oil sugar turmeric yogurt,dhokla
bay_leaf chicken chili tomato,chicken_curry
asafoetida chili garlic toor_dal,dal_fry
bread butter capsicum chili,vegetable_sandwich
asafoetida garam_masala garlic ginger moong_dal,moong_dal
aloo butter kasuri_methi palak turmeric,aloo_palak
besan chili oil yogurt,dhokla
coriander ghee kasuri_methi tomato toor_dal,dal_fry
garlic moong_dal oil pepper rice,khichdi
aloo besan cumin oil onion,aloo_tikki
chili_sauce egg oil rice spring_onion,egg_fried_rice
besan chili lemon sugar yogurt,dhokla
aloo coriander ghee matar turmeric,aloo_matar
ajwain besan cauliflower coriander onion potato,pakora
aloo amchur butter ginger gobi,aloo_gobi
cardamom milk semolina sugar,halwa
garlic kasuri_methi paneer tomato,paneer_butter_masala
asafoetida curry_leaves ginger moong_dal oil tomato,tarka_dal
cumin ginger masoor_dal mustard_seeds,masoor_dal
aloo amchur besan ginger oil,aloo_tikki
aloo chili coriander methi oil,aloo_methi
carrot chili_sauce oil rice spring_onion vinegar,vegetable_fried_rice
aloo butter garam_masala onion palak,aloo_palak
basmati_rice chicken clove oil turmeric,chicken_pulao
aloo amchur butter cumin wheat_flour,aloo_paratha
capsicum chili egg ginger tomato,anda_bhurji
cream garlic paneer saffron,shahi_paneer
butter cashew chili cream garam_masala paneer tomato,shahi_paneer
butter chili garlic tomato,tomato_soup
aloo butter cumin ghee matar turmeric,aloo_matar
corn rice vinegar,vegetable_fried_rice
aloo cumin garlic kasuri_methi oil onion palak,aloo_palak
coriander cream garam_masala ginger paneer tomato,paneer_tikka_masala
aloo asafoetida garlic oil yogurt,dahi_aloo
basmati_rice chicken cinnamon cumin ghee yogurt,chicken_pulao
fenugreek mustard_seeds rice urad_dal,idli
ghee mustard_seeds rice urad_dal,dosa
egg onion rice vinegar,egg_fried_rice
carrot egg rice soy_sauce vinegar,egg_fried_rice
butter coriander garlic ginger pav potato,pav_bhaji
aloo coriander garlic methi oil onion turmeric,aloo_methi
chicken chili onion,korma
beans carrot cauliflower coriander ghee peas,mixed_vegetable
garlic ghee moong_dal turmeric,tarka_dal
coriander fish garlic ginger mustard_seeds tomato,fish_curry
butter chicken garlic ginger kasuri_methi tomato turmeric,butter_chicken
butter chili garlic oil pepper tomato,tomato_soup
basmati_rice chicken cinnamon coriander ginger onion rice,chicken_biryani
besan bhindi coriander garam_masala ginger tomato,bhindi_masala
aloo amchur garlic ghee ginger methi turmeric,aloo_methi
aloo amchur matar onion turmeric,aloo_matar
aloo besan cumin ginger,aloo_tikki
chicken coriander cream ginger onion tomato,chicken_tikka_masala
besan chili curry_leaves oil yogurt,kadhi_pakora
chili mustard_seeds oil poha,poha
mustard_seeds oil poha potato,poha
butter cumin mushroom turmeric,mushroom_masala
basmati_rice cumin garam_masala garlic,biryani
butter capsicum chili garam_masala paneer tomato,paneer_bhurji
aloo butter chili gobi oil,aloo_gobi
basmati_rice cardamom cumin ginger onion yogurt,biryani
chili coriander garlic matar minced_meat tomato,keema_matar
asafoetida coriander ghee masoor_dal,masoor_dal
chili kasuri_methi onion paneer tomato,paneer_butter_masala
garam_masala ginger paneer,paneer_tikka_masala
asafoetida garlic ghee ginger moong_dal rice turmeric,khichdi
bhindi garam_masala garlic ginger,bhindi_masala
chana_masala_powder chickpea ginger oil onion turmeric,chana_masala
bay_leaf mutton oil,mutton_curry
butter coriander ginger palak paneer,palak_paneer
coriander garlic ghee ginger palak paneer turmeric,palak_paneer
basmati_rice cardamom garlic ginger mutton,mutton_biryani
basmati_rice clove ginger onion saffron yogurt,vegetable_biryani
cumin curry_leaves onion peanut poha potato,poha
ginger maggi_noodles masala oil pepper,maggi
butter chicken coriander garlic onion,butter_chicken
cream cumin oil pepper tomato,tomato_soup
capsicum cumin egg,anda_bhurji
curry_leaves oil onion poha potato,poha
egg ginger oil turmeric,egg_curry
asafoetida besan lemon mustard_seeds oil sugar yogurt,dhokla
baingan garlic ginger turmeric,baingan_bharta
besan curry_leaves lemon oil sugar turmeric yogurt,dhokla
coriander cream cumin rajma urad_dal,dal_makhani
chili methi oil wheat_flour,methi_paratha
chili garam_masala ghee palak paneer,palak_paneer
basmati_rice chicken cumin onion pepper yogurt,chicken_pulao
asafoetida garam_masala garlic ghee ginger moong_dal rice,khichdi
aloo besan coriander ginger,aloo_tikki
butter cashew garlic kasuri_methi paneer tomato,paneer_butter_masala
cumin mustard_seeds onion peanut poha potato,poha
mustard_seeds onion toor_dal,dal_tadka
aloo chili cumin garlic ghee methi onion,aloo_methi
ajwain aloo maida matar oil onion,samosa
basmati_rice bay_leaf chicken ginger turmeric,chicken_pulao
cumin garlic matar paneer turmeric,matar_paneer
aloo amchur cumin garlic matar,aloo_matar
aloo bhindi coriander garlic turmeric,aloo_bhindi
cumin ginger oil paneer tomato,paneer_bhurji
chili cucumber cumin tomato yogurt,raita
garam_masala mutton onion turmeric,mutton_curry
aloo amchur coriander ginger wheat_flour,aloo_paratha
aloo butter chili oil onion palak,aloo_palak
cashew chili ghee mustard_seeds oil semolina,upma
asafoetida ghee toor_dal,dal_tadka
butter cream cumin ginger rajma urad_dal,dal_makhani
almond cardamom milk rice sugar,kheer
onion peanut poha turmeric,poha
chicken garlic kasuri_methi oil yogurt,chicken_curry
aloo besan garlic ginger mustard_seeds pav,vada_pav
chili rajma tomato urad_dal,dal_makhani
asafoetida fennel ginger maida moong_dal oil,kachori
curry_leaves fenugreek mustard_seeds rice urad_dal,idli
aloo cumin garlic onion spinach,saag_aloo
cumin curry_leaves fish ginger,fish_curry
cumin garam_masala ghee lauki tomato,lauki_sabzi
ajwain besan coriander spinach,pakora
ajwain methi oil wheat_flour yogurt,methi_paratha
asafoetida cumin ginger moong_dal oil onion rice,khichdi
coriander garlic oil tomato toor_dal,dal_fry
basmati_rice chili garlic mutton turmeric,mutton_biryani
garam_masala garlic matar onion paneer tomato turmeric,matar_paneer
basmati_rice cinnamon clove onion,vegetable_pulao
basmati_rice clove onion potato,vegetable_biryani
chicken garlic onion turmeric,chicken_curry
aloo besan curry_leaves ginger pav turmeric,vada_pav
besan ghee ginger mustard_seeds oil yogurt,kadhi_pakora
coconut_milk cumin curry_leaves garlic prawn tomato,prawn_masala
aloo cumin onion wheat_flour,aloo_paratha
cumin ghee kasuri_methi oil palak paneer,palak_paneer
aloo besan coriander cumin ginger onion,aloo_tikki
aloo chili ghee wheat_flour,aloo_paratha
butter capsicum cumin garlic pav pav_bhaji_masala potato,pav_bhaji
aloo coriander matar onion tomato,aloo_matar
beans pepper rice spring_onion,vegetable_fried_rice
besan cauliflower chili coriander,pakora
chickpea chili garlic oil,chana_masala
garam_masala ginger moong_dal pepper rice,khichdi
chili lauki oil,lauki_sabzi
coriander fish oil onion turmeric,fish_curry
beans carrot chili_sauce pepper rice spring_onion,vegetable_fried_rice
aloo bhindi ginger oil onion turmeric,aloo_bhindi
aloo chili cumin garlic spinach,saag_aloo
bread chaat_masala cucumber,vegetable_sandwich
aloo garlic palak turmeric,aloo_palak
garlic ginger onion prawn turmeric,prawn_masala
aloo amchur butter garam_masala matar onion tomato,aloo_matar
chili curry_leaves fenugreek rice urad_dal,dosa
chaat_masala cucumber cumin onion yogurt,raita
basmati_rice clove mutton onion,mutton_biryani
coriander garam_masala matar minced_meat oil tomato,keema_matar
basmati_rice clove cumin mutton yogurt,mutton_biryani
besan ghee ginger turmeric yogurt,kadhi_pakora
basmati_rice chicken garlic ginger onion rice turmeric,chicken_biryani
chili ginger matar oil paneer,matar_paneer
chicken coriander cream,korma
basmati_rice cardamom onion,biryani
chili moong_dal mustard_seeds oil,tarka_dal
capsicum egg oil onion turmeric,omelette
amchur baingan ginger,baingan_bharta
butter chicken chili ginger,butter_chicken
capsicum coriander paneer tomato turmeric,paneer_bhurji
garam_masala oil onion prawn,prawn_masala
aloo cumin methi onion,aloo_methi
chili coriander onion yogurt,raita
garlic ginger maggi_noodles masala peas pepper,maggi
besan chili ghee ginger oil yogurt,kadhi_pakora
ginger palak paneer turmeric,palak_paneer
basmati_rice cardamom ghee onion saffron yogurt,biryani
aloo amchur coriander ginger onion wheat_flour,aloo_paratha
cumin oil onion peanut poha,poha
chickpea coriander cumin garlic ghee maida tomato,chole_bhature
aloo besan bread_crumbs cumin ginger oil,aloo_tikki
chili ginger kasuri_methi mushroom,mushroom_masala
ajwain besan cauliflower coriander onion,pakora
baingan chili ginger,baingan_bharta
butter cumin garam_masala onion paneer wheat_flour,paneer_paratha
basmati_rice cumin potato yogurt,vegetable_biryani
cream garam_masala ginger paneer tomato,paneer_tikka_masala
cumin garlic masoor_dal oil,masoor_dal
aloo chili cream oil onion palak,aloo_palak
aloo besan chaat_masala onion,aloo_tikki
capsicum carrot chili_sauce egg rice soy_sauce,egg_fried_rice
ginger moong_dal oil turmeric,moong_dal
bay_leaf chili garlic ghee mutton,mutton_curry
coriander ginger paneer wheat_flour,paneer_paratha
butter chicken cream kasuri_methi tomato turmeric,chicken_tikka_masala
aloo chili coriander ginger oil yogurt,dahi_aloo
cream cumin kasuri_methi onion rajma tomato urad_dal,dal_makhani
basmati_rice bay_leaf beans coriander mint yogurt,vegetable_biryani
aloo besan chili garlic mustard_seeds pav,vada_pav
ajwain besan chili oil spinach,pakora
chili coriander ginger paneer tomato,paneer_butter_masala
basmati_rice chili onion saffron yogurt,biryani
cardamom milk raisin rice saffron sugar,kheer
bread capsicum chili,vegetable_sandwich
aloo butter cumin garam_masala ginger onion wheat_flour,aloo_paratha
cumin onion toor_dal turmeric,dal_tadka
capsicum rice vinegar,vegetable_fried_rice
garlic masoor_dal mustard_seeds turmeric,masoor_dal
basmati_rice cardamom garlic ghee,vegetable_biryani
chickpea garam_masala garlic ginger maida tomato,chole_bhature
basmati_rice cardamom garlic ghee ginger,vegetable_pulao
chili ghee mustard_seeds rice urad_dal,dosa
aloo bread butter cheese chili coriander,aloo_sandwich
basmati_rice chicken garlic ghee turmeric yogurt,chicken_pulao
ajwain aloo chili gobi oil,aloo_gobi
anardana chickpea ghee maida,chole_bhature
butter coriander cumin garlic mushroom tomato,mushroom_masala
garam_masala garlic ginger matar minced_meat oil turmeric,keema_matar
chana_masala_powder chickpea ginger oil,chana_masala
coriander cream garam_masala paneer tomato,shahi_paneer
chili garam_masala garlic lauki oil tomato,lauki_sabzi
butter coriander cumin garlic tomato,tomato_soup
bread chaat_masala cheese onion pepper tomato,vegetable_sandwich
ajwain besan chili onion potato spinach,pakora
